accession,label,group,has_location_note,incorrect_repeats,mean_confidence,predicted_labels
Q9NNW5,Cytoplasm,Q9NNW5__90cdc247f6dc66e5,True,2,0.5787815817466724,Membrane;Membrane
Q9BRJ6,Secreted,Q9BRJ6__8a2a686d99736f16,True,2,0.578663427225949,Cytoplasm;Nucleus
Q8N729,Secreted,Q8N729__15e26d34454c3127,False,2,0.5777777645677431,Mitochondrion;Mitochondrion
Q9GZU7,Nucleus,Q9GZU7__9c84f2f97b5216c6,True,2,0.577209126005598,Cytoplasm;Cytoplasm
Q14129,Nucleus,Q14129__fd48aa1f72b2710e,True,2,0.5769180948411619,Cytoplasm;Cytoplasm
P00540,Cytoplasm,P00540__8d82492dd06934c3,False,2,0.5766376522674679,Membrane;Membrane
O43653,Membrane,O43653__252effdba5d5a0e6,False,2,0.5761853718097582,Secreted;Secreted
Q8N4X5,Cytoplasm,Q8N4X5__aa68e3b2f06b2397,False,2,0.5754124156271474,Nucleus;Nucleus
Q8TCE9,Nucleus,Q8TCE9__adf8d4d5461a308c,False,2,0.5746262356253311,Membrane;Membrane
Q14953,Membrane,P43626__ee148c74eb46d498,False,2,0.5731926434997175,Secreted;Secreted
Q15291,Nucleus,Q15291__3d9ebba1b618d6db,False,2,0.5712644748506583,Cytoplasm;Cytoplasm
Q9BQP7,Mitochondrion,Q9BQP7__8ad1a914e3a6eb2a,False,2,0.5710560630560759,Nucleus;Nucleus
Q86YR6,Membrane,Q86YR6__bc4ccce134d4fdb1,False,2,0.5699433098617981,Nucleus;Nucleus
Q3SY69,Mitochondrion,Q3SY69__676050a352eff143,False,2,0.5698786355042839,Cytoplasm;Cytoplasm
P06307,Secreted,P06307__f984341b39601606,False,2,0.5695222897348386,Nucleus;Nucleus
Q68CK6,Mitochondrion,Q68CK6__c0d92f3bb9f559c1,False,2,0.5687623844575782,Membrane;Membrane
Q76LX8,Secreted,Q76LX8__20d8937a8f2450b6,True,2,0.5676861539269996,Membrane;Membrane
P82921,Mitochondrion,P82921__d6b3113066be9f4f,False,2,0.566008372596458,Nucleus;Nucleus
P00450,Secreted,P00450__6d5f4d2b81edca18,True,2,0.5654369821090595,Nucleus;Nucleus
P61927,Cytoplasm,P61927__4c3fcaec6e47af78,False,2,0.5654289012579299,Nucleus;Nucleus
Q6V1X1,Cytoplasm,Q6V1X1__e77cf62a15aae70b,False,2,0.5642280235557489,Nucleus;Nucleus
Q9NT62,Cytoplasm,Q9NT62__b2e2c4c580ffea95,False,2,0.5639536083344465,Nucleus;Nucleus
Q9UDW3,Nucleus,Q9UDW3__27502a8673a1aecc,False,2,0.5639160345835125,Cytoplasm;Cytoplasm
P20936,Cytoplasm,P20936__e9c5e47db9bac98b,False,2,0.5624884366180785,Membrane;Membrane
Q9NZI6,Nucleus,Q12800__d7520ea932afc672,False,2,0.5611962889255667,Cytoplasm;Cytoplasm
O95445,Secreted,O95445__8b98146cbd1807b4,True,2,0.5610860972378058,Membrane;Membrane
O60503,Membrane,O60503__c25c43fdac8076cc,False,2,0.5610795640761643,Cytoplasm;Cytoplasm
Q9BRV8,Cytoplasm,Q9BRV8__3eaab5dc2027836a,False,2,0.5606590347770505,Nucleus;Nucleus
P24864,Nucleus,O96020__06a577daa4cba0a3,False,2,0.5606176686024924,Cytoplasm;Cytoplasm
P31321,Membrane,P10644__9e2103c22e85013c,False,2,0.5586758716970732,Cytoplasm;Cytoplasm
P41279,Cytoplasm,P41279__85be618bbf0bc60f,False,2,0.5562704816825735,Nucleus;Nucleus
O60232,Cytoplasm,O60232__af02534b341728c2,False,2,0.5560003942717231,Nucleus;Nucleus
P10997,Secreted,P10997__a76b82f55d65ddfa,False,2,0.5555249191124055,Membrane;Membrane
Q9NZJ4,Cytoplasm,Q9NZJ4__5b976fe4afbf54bd,True,2,0.55392312199244,Membrane;Membrane
Q9BY27,Nucleus,Q14129__fd48aa1f72b2710e,True,2,0.5529968559946292,Cytoplasm;Cytoplasm
O95379,Cytoplasm,O95379__0fabe86e19ac2eaa,False,2,0.5527937232176914,Nucleus;Nucleus
Q9NQG5,Nucleus,Q96P16__75e03199b46ecb7b,False,2,0.5521780219235618,Cytoplasm;Cytoplasm
Q9UDY6,Cytoplasm,Q9C037__b8468b0c290980a7,False,2,0.5517493244349971,Nucleus;Nucleus
Q8N392,Cytoplasm,Q8N392__25ce4f81f61dd3a2,False,2,0.5496771835604307,Nucleus;Nucleus
Q9NRP2,Mitochondrion,Q9NRP2__cf82f081e958f3b0,False,2,0.5490919951622417,Nucleus;Nucleus
Q5VUB5,Membrane,Q5VUB5__0b5afb182fc810d2,False,2,0.5489482915033072,Nucleus;Nucleus
Q9Y333,Nucleus,Q9Y333__37f7c8aca7aa33ee,False,2,0.5476155769178116,Cytoplasm;Cytoplasm
Q8WX92,Nucleus,Q8WX92__a96153b3c472d3f2,False,2,0.5473386842749063,Cytoplasm;Cytoplasm
Q9BQ87,Nucleus,Q9BQ87__9d08a5812ce326f7,False,2,0.5458033670375702,Cytoplasm;Cytoplasm
O43526,Membrane,O43525__8af289bc930940c4,False,2,0.545022168645856,Nucleus;Nucleus
Q9H0C8,Cytoplasm,Q9H0C8__9c82a0828a1f762f,False,2,0.5415383731633072,Nucleus;Nucleus
O75509,Membrane,O75509__d9be56848c77e345,True,2,0.5413070276797022,Nucleus;Nucleus
Q8N5N7,Mitochondrion,Q8N5N7__a59c422617a2f8a5,False,2,0.5385336927159303,Nucleus;Nucleus
Q14D04,Membrane,Q14D04__290755727766d061,False,2,0.5376319681402073,Nucleus;Cytoplasm
Q92995,Cytoplasm,Q92995__99778274bbe62d07,False,2,0.5361985000911302,Nucleus;Nucleus
P13647,Cytoplasm,P13647__d36394100dfde016,False,2,0.5361922706000535,Nucleus;Nucleus
Q8N1F8,Cytoplasm,Q8N1F8__581f95c5e885f736,True,2,0.5352658425370987,Membrane;Membrane
P61254,Cytoplasm,P61254__78491c9705795368,False,2,0.5347872264480932,Mitochondrion;Mitochondrion
Q9NTJ4,Cytoplasm,Q9NTJ4__9b2d3d5d3b7da133,False,2,0.5340034856957954,Membrane;Membrane
Q5T1B0,Cytoplasm,Q5T1B0__ce731f0054d166a6,False,2,0.5330858906432308,Nucleus;Nucleus
O15235,Mitochondrion,O15235__b41639f3703a7d41,False,2,0.5330543985688889,Secreted;Secreted
Q6P1Q9,Cytoplasm,Q6P1Q9__676b6da9a5ce4929,False,2,0.5326944578583775,Nucleus;Nucleus
Q99988,Secreted,Q99988__e7cc12a1753279a2,True,2,0.532558896788723,Nucleus;Nucleus
P42330,Cytoplasm,P42330__7a787644dd8d6e14,False,2,0.5323498756404854,Nucleus;Nucleus
Q96IZ6,Cytoplasm,Q6P1Q9__676b6da9a5ce4929,False,2,0.5311014611106816,Nucleus;Nucleus
P12318,Membrane,P12318__0d955e69e959b340,False,2,0.5304805595597628,Secreted;Secreted
Q9H2S5,Cytoplasm,Q9H2S5__1bd740ef2d67c8dc,False,2,0.5290756725757335,Nucleus;Nucleus
Q9Y291,Mitochondrion,Q9Y291__47aa15fbb41f7ce0,False,2,0.5284872829130501,Nucleus;Nucleus
Q9BTP7,Nucleus,Q9BTP7__1a8c0e84406d0caf,False,2,0.5276594284309832,Cytoplasm;Cytoplasm
P20273,Membrane,P20273__02a7fa9f4745cdff,False,2,0.5269951867395906,Secreted;Secreted
O95751,Nucleus,O95751__6477d4308db58115,False,2,0.5269901462902349,Mitochondrion;Secreted
Q9HD40,Cytoplasm,Q9HD40__4dbcac31dd52fe4f,False,2,0.526816527671288,Nucleus;Nucleus
Q9UK99,Nucleus,Q9UK99__510a392030fa3d86,True,2,0.5259163778326151,Membrane;Membrane
P35900,Cytoplasm,P14136__4e5ae3c3a064a42e,False,2,0.5248968196794235,Mitochondrion;Mitochondrion
Q9H400,Membrane,Q9H400__3f6d302c860952f5,True,2,0.5230407394311692,Secreted;Mitochondrion
Q9H4B0,Mitochondrion,Q9H4B0__dc7fb59d0b761342,False,2,0.5225526088267609,Cytoplasm;Cytoplasm
Q16540,Mitochondrion,Q16540__d1f4570deb1782c5,False,2,0.5214692976809632,Nucleus;Nucleus
Q13156,Nucleus,Q13156__443375626bc2671b,True,2,0.5212338751981251,Cytoplasm;Cytoplasm
Q5VUG0,Nucleus,Q5VUG0__5da9b83525bc40d1,False,2,0.5191595889198574,Cytoplasm;Cytoplasm
P51668,Cytoplasm,P51668__fcf427cbe5ff0485,False,2,0.5165431786489095,Nucleus;Nucleus
Q8HWS3,Nucleus,Q8HWS3__e8dab115c34640c7,False,2,0.5157711607746316,Membrane;Membrane
P05113,Secreted,P05113__b536d3a02bc7e2f2,False,2,0.5152559923490693,Mitochondrion;Mitochondrion
Q9UI42,Secreted,Q9UI42__08da799bbf699e9a,False,2,0.5134219587640404,Membrane;Membrane
O95998,Secreted,O95998__39e0c716d319a9d3,False,2,0.5115000515092514,Membrane;Membrane
Q8TEA1,Cytoplasm,Q8TEA1__c956bbaf62ab4759,False,2,0.5112752220559016,Nucleus;Nucleus
P21757,Membrane,P21757__741fb60beb7caacc,False,2,0.5105961188016817,Cytoplasm;Nucleus
Q9BTF0,Nucleus,Q9BTF0__a8ba08dce1c6e831,False,2,0.5094511646480115,Cytoplasm;Cytoplasm
Q8WZ60,Cytoplasm,Q8WZ60__11ab955957f0c834,False,2,0.5091702345090932,Membrane;Membrane
P49638,Cytoplasm,P49638__37125289988fe878,False,2,0.5073228572932305,Mitochondrion;Mitochondrion
Q9NWZ3,Cytoplasm,Q9NWZ3__d1e98792da352b2d,False,2,0.5048810515647535,Nucleus;Nucleus
P59046,Cytoplasm,P59046__bce6651626bc9258,False,2,0.5045183669020117,Membrane;Membrane
P35318,Secreted,P35318__56b3521e74feff9a,False,2,0.504324659797581,Nucleus;Nucleus
Q0VG06,Nucleus,Q0VG06__6776735c2d7ea2eb,False,2,0.5035878070765921,Membrane;Cytoplasm
Q9UGK3,Cytoplasm,Q9UGK3__0bb872b412529eff,False,2,0.503559838296256,Nucleus;Nucleus
Q9Y4A5,Nucleus,Q9Y4A5__9f4b98ccded6c4a7,False,2,0.5035178007615392,Membrane;Membrane
Q13115,Nucleus,Q13115__865d65f56fd4b795,False,2,0.5020005273620374,Membrane;Membrane
Q30201,Membrane,Q30201__bfda3e8888808838,False,2,0.5018761063528125,Secreted;Secreted
Q6WQI6,Cytoplasm,Q6WQI6__b3be78b71a385430,False,2,0.5016476586186507,Membrane;Membrane
Q8TBK2,Nucleus,Q8TBK2__94942cd343d798ad,False,2,0.49967942129568443,Cytoplasm;Cytoplasm
Q9Y3C6,Nucleus,Q9Y3C6__a17b0a5086d174ff,False,2,0.4995095138593999,Secreted;Secreted
P61366,Secreted,P61366__0311397f747a24b1,False,2,0.49805583358480043,Nucleus;Nucleus
Q8N4T4,Membrane,Q8N4T4__f5d01eb5df1de038,False,2,0.4978702542554063,Nucleus;Nucleus
O60477,Cytoplasm,O60477__d0ec85c4004efa9d,False,2,0.49769768796635677,Membrane;Membrane
Q9BUU2,Nucleus,Q9BUU2__f1a3f7cf0e5a852d,False,2,0.49752039024018174,Cytoplasm;Cytoplasm
P05155,Secreted,P05155__c91d27d3352cd861,False,2,0.49543337619051364,Nucleus;Nucleus
Q8N165,Nucleus,Q8N165__e87a7144d65c2b24,False,2,0.4946882201262185,Cytoplasm;Cytoplasm
Q7Z2X4,Cytoplasm,Q7Z2X4__cf5043bc881bd42b,False,2,0.4944329971228408,Secreted;Secreted
Q9NUJ7,Cytoplasm,Q0VAA5__cb4d0563bfde4d28,False,2,0.49357217630895855,Membrane;Membrane
O60895,Membrane,O60895__60f885dae3248015,False,2,0.49321356337773126,Secreted;Secreted
Q9Y5A7,Nucleus,Q9Y5A7__7b35712ee1ef490e,True,2,0.4931109642846305,Cytoplasm;Cytoplasm
Q93034,Nucleus,Q93034__8895f982b2239887,True,2,0.4931005362127394,Cytoplasm;Cytoplasm
Q9H0A9,Cytoplasm,Q9H0A9__2b83ec097322852e,False,2,0.4930343616403261,Nucleus;Nucleus
P57721,Cytoplasm,P57721__196e5383a7418752,False,2,0.48996315489660813,Nucleus;Membrane
P05362,Membrane,P05362__c13e370f975e57b5,False,2,0.48948860210868084,Secreted;Secreted
Q9UKF6,Nucleus,Q9UKF6__0a59d788503e05b0,False,2,0.4891363991301282,Membrane;Membrane
Q86U86,Nucleus,Q86U86__74456b553ff5ddac,False,2,0.4886119095842839,Cytoplasm;Cytoplasm
Q9NVS2,Mitochondrion,Q9NVS2__8b6aef72425c6fde,False,2,0.48854237986792487,Secreted;Secreted
O43548,Cytoplasm,O43548__c352a992508efb61,True,2,0.48846503812739583,Membrane;Membrane
Q2M3G0,Membrane,Q2M3G0__9207a16959a43653,False,2,0.48794925312227566,Cytoplasm;Cytoplasm
Q9H4E5,Membrane,Q9H4E5__de729efa2d9969dd,True,2,0.4877173601452529,Cytoplasm;Cytoplasm
Q69YI7,Nucleus,Q69YI7__959eaad410fb21ba,False,2,0.4860130066648789,Cytoplasm;Cytoplasm
Q96RP3,Secreted,Q96RP3__ecf327b776d9d149,False,2,0.4855653362687512,Membrane;Membrane
Q0VD83,Membrane,Q0VD83__7512f52a3840cf4b,True,2,0.485403439389002,Nucleus;Cytoplasm
Q8TB73,Secreted,Q8TB73__c104d47b5f3b6894,False,2,0.48511367838933644,Nucleus;Nucleus
Q9Y5P6,Cytoplasm,Q96IJ6__0519dfa64eaa9452,False,2,0.4839203782608872,Membrane;Membrane
P61313,Cytoplasm,P61313__d09b86592c128c04,False,2,0.48354519797980255,Mitochondrion;Mitochondrion
Q9Y238,Cytoplasm,Q9Y238__e3bf0c8ab82522de,False,2,0.48341343009042603,Nucleus;Nucleus
Q05048,Nucleus,Q05048__41a1a69c5826aa17,False,2,0.48211923678089796,Membrane;Membrane
Q9HCN2,Mitochondrion,Q9HCN2__2219a62485fc0c88,False,2,0.48020497511164684,Nucleus;Nucleus
Q86XI2,Nucleus,Q86XI2__687d8999bdd3fb4d,False,2,0.47960331119678534,Cytoplasm;Cytoplasm
Q8NHR9,Cytoplasm,Q8NHR9__07a8177c6ade48e7,True,2,0.47954171029467374,Secreted;Secreted
O75170,Cytoplasm,O75170__2a228c8e7200e493,False,2,0.4792097065821845,Nucleus;Nucleus
P26715,Membrane,P26715__314831cbc6e4498d,False,2,0.4790863307493922,Nucleus;Nucleus
Q9Y676,Mitochondrion,Q9Y676__35eef5040a994d4f,False,2,0.47823873840942394,Nucleus;Nucleus
Q14520,Secreted,Q14520__bb40432da7775c11,True,2,0.4779757979430862,Nucleus;Nucleus
Q9H8M7,Nucleus,Q9H8M7__ac1c44979511ceb4,False,2,0.4778002838668815,Membrane;Membrane
P43652,Secreted,P43652__fcfa797bf58849cc,False,2,0.47765742344730167,Cytoplasm;Nucleus
Q96KN2,Secreted,Q96KN2__aba23f105472539e,False,2,0.47691953428584993,Membrane;Cytoplasm
P01270,Secreted,P01270__deceb06a7ae3d8be,False,2,0.47609813754102737,Nucleus;Cytoplasm
Q6UXB8,Secreted,Q6UXB8__31e4e2960ffccd32,False,2,0.474693440997364,Membrane;Membrane
Q9BTE3,Nucleus,Q9BTE3__c3a8e8da61289200,True,2,0.47400750070656666,Cytoplasm;Membrane
Q9GZY6,Membrane,Q9GZY6__49dfa6f8a3e9e14b,True,2,0.47232233799809775,Nucleus;Nucleus
Q9BRJ7,Nucleus,Q9BRJ7__79e1b323bf894c47,False,2,0.47170305156573156,Mitochondrion;Mitochondrion
Q6IPR1,Mitochondrion,Q6IPR1__b884d7f67f420157,False,2,0.46888622803837976,Cytoplasm;Cytoplasm
P14136,Cytoplasm,P14136__4e5ae3c3a064a42e,True,2,0.467536367289632,Mitochondrion;Nucleus
P60985,Secreted,P60985__532dce47469498d1,False,2,0.4647740082360613,Cytoplasm;Cytoplasm
O00255,Nucleus,O00255__7810003b5817178c,True,2,0.46381603039034514,Cytoplasm;Cytoplasm
P26717,Membrane,P26715__314831cbc6e4498d,False,2,0.4635952324213587,Nucleus;Cytoplasm
P05160,Secreted,P05160__dfdf0f2b8afd27e2,False,2,0.4610947672241527,Membrane;Nucleus
Q9Y4Z0,Nucleus,Q9Y4Z0__8939b0ee6c2f17af,False,2,0.4601772786059482,Secreted;Secreted
Q13507,Membrane,P48995__0b3c67de268a6557,False,2,0.459997654820463,Cytoplasm;Cytoplasm
Q9H8S5,Nucleus,Q9H8S5__b6dff0638e9913f5,False,2,0.4597512307526548,Cytoplasm;Cytoplasm
Q9NZK5,Secreted,Q9NZK5__8444c71551b3c402,False,2,0.45832438765235284,Mitochondrion;Membrane
Q86WQ0,Nucleus,Q86WQ0__73d87ed821e8e386,False,2,0.45712049918306863,Cytoplasm;Cytoplasm
P16298,Cytoplasm,P16298__bd6d21436948c6b7,False,2,0.4569055803466871,Membrane;Membrane
P27707,Nucleus,P27707__c32b38afb23c7581,False,2,0.4564329288793066,Cytoplasm;Cytoplasm
P62841,Cytoplasm,P62841__d1eb8ca9961aeeac,False,2,0.4563372038054939,Mitochondrion;Mitochondrion
Q8TAS1,Nucleus,Q8TAS1__8089b8fa12a31fa1,False,2,0.4558477397044995,Mitochondrion;Cytoplasm
Q96SN7,Membrane,Q96SN7__37972edaf1f9ac21,True,2,0.45390786265639094,Cytoplasm;Mitochondrion
Q14954,Membrane,P43626__ee148c74eb46d498,False,2,0.45136599086172047,Secreted;Secreted
Q15393,Nucleus,Q15393__212bb58911e1cdef,False,2,0.448958311541906,Membrane;Membrane
Q9GZP0,Secreted,Q9GZP0__3da6686436593306,True,2,0.4483305243486542,Nucleus;Nucleus
P42658,Membrane,P42658__ff334f5d70cd4390,False,2,0.4480550648004155,Nucleus;Nucleus
P39905,Secreted,P39905__6b142a7d02bfea43,False,2,0.4461213997310486,Nucleus;Nucleus
O96019,Nucleus,O96019__a6dbc50f8caac2c8,False,2,0.4449878218439597,Cytoplasm;Cytoplasm
Q16822,Mitochondrion,Q16822__94d435f6b78e6062,False,2,0.4449064367848574,Membrane;Membrane
O43716,Mitochondrion,O43716__391dfaaf8cbe8119,False,2,0.4442247250612851,Cytoplasm;Cytoplasm
Q9Y2U9,Nucleus,Q9Y2U9__b88510cec6dd93d1,False,2,0.4418517886056229,Membrane;Membrane
Q16828,Cytoplasm,Q13115__865d65f56fd4b795,False,2,0.44104906919305253,Membrane;Membrane
P00740,Secreted,P00740__32f5d032de97ea22,False,2,0.44093593146133736,Membrane;Membrane
Q8NEV9,Secreted,Q8NEV9__3246b16cd858d1e3,True,2,0.44006403844894393,Cytoplasm;Cytoplasm
P09693,Membrane,P09693__7a2ce8dd0310ad50,False,2,0.4396776646910854,Secreted;Secreted
Q8N983,Mitochondrion,Q8N983__fedbfb38b75c36ab,False,2,0.4373027059792376,Nucleus;Nucleus
Q12809,Membrane,Q12809__287332153da38b59,False,2,0.4366300316928614,Nucleus;Nucleus
A1L188,Mitochondrion,A1L188__8de241dc6f38cd90,False,2,0.43444578576578907,Secreted;Secreted
Q5SW96,Cytoplasm,Q5SW96__c12aef9dc735168a,False,2,0.43268789044901673,Secreted;Nucleus
Q9UDR5,Mitochondrion,Q9UDR5__b9843f3647b5d9d1,False,2,0.4311724682956345,Membrane;Cytoplasm
Q9C030,Cytoplasm,Q9C030__6db31839bf4ff6ad,False,2,0.43107047098718887,Nucleus;Nucleus
Q13158,Cytoplasm,Q13158__dfe42fa21201563f,False,2,0.43079201052283256,Secreted;Secreted
Q8NHU6,Cytoplasm,Q8NHU6__f935623e082f1e70,True,2,0.4266752623365024,Nucleus;Nucleus
Q7Z4R8,Secreted,Q7Z4R8__02aaca23823b37e8,True,2,0.42558668680740275,Membrane;Membrane
P12004,Nucleus,P12004__9dec884956b52202,True,2,0.42488671020191493,Membrane;Membrane
P53602,Cytoplasm,P53602__0e1a261b305236cb,False,2,0.4244989403021314,Membrane;Membrane
P0DMM9,Cytoplasm,O43704__0a257f68bc492a36,False,2,0.4243170766070368,Nucleus;Nucleus
Q9NSB4,Cytoplasm,P13647__d36394100dfde016,False,2,0.423446785306779,Nucleus;Membrane
Q16829,Cytoplasm,Q13115__865d65f56fd4b795,False,2,0.4229623466097915,Membrane;Membrane
P24001,Secreted,P24001__85d48af7855e2460,False,2,0.422680463499271,Cytoplasm;Cytoplasm
O75828,Cytoplasm,O75828__2764a837703abb2f,False,2,0.4226153130891802,Mitochondrion;Mitochondrion
Q8WXB4,Nucleus,O60765__7991d51d11a01c75,False,2,0.42151974100886525,Membrane;Membrane
Q8N335,Cytoplasm,P21695__f2064963afa2628e,True,2,0.4198370205793206,Membrane;Membrane
P78540,Mitochondrion,P78540__bce83a023087ff01,False,2,0.4197918952080224,Cytoplasm;Cytoplasm
P30043,Cytoplasm,P30043__eb0bcc4cc33b3b39,False,2,0.4197187264846727,Mitochondrion;Nucleus
P62487,Nucleus,P62487__b34ccf4be38dfe0e,False,2,0.41821818706662767,Cytoplasm;Cytoplasm
Q15048,Cytoplasm,Q15048__2effb394691e2311,False,2,0.4181736994152746,Membrane;Membrane
Q16698,Mitochondrion,Q16698__a9f684af97574f8f,False,2,0.41807040767421516,Membrane;Membrane
P35908,Cytoplasm,P13647__d36394100dfde016,False,2,0.4158436225848594,Nucleus;Nucleus
Q86WI3,Cytoplasm,Q86WI3__1d4702dd18bebe3b,False,2,0.4156811733352695,Membrane;Membrane
Q7Z4G4,Cytoplasm,Q7Z4G4__5b25580a94fe0c7c,False,2,0.41322498936709806,Membrane;Secreted
P78536,Membrane,P78536__df665a32b583fcff,False,2,0.41121784813882883,Nucleus;Nucleus
O75676,Nucleus,O75676__a2963df65dc7cefa,False,2,0.40981351628402607,Cytoplasm;Cytoplasm
P09228,Secreted,P01034__ae318b9c984ac982,False,2,0.40769626855896113,Membrane;Membrane
Q9BQ90,Cytoplasm,Q9BQ90__f3ba906e9eae860c,False,2,0.4074776939508168,Membrane;Membrane
P46779,Cytoplasm,P46779__db54e0cc67d45431,False,2,0.40693295815385955,Nucleus;Mitochondrion
O95619,Nucleus,O95619__927acc1a37ca13d7,False,2,0.4067647956032362,Cytoplasm;Cytoplasm
Q13889,Nucleus,Q13889__d9f03a028282161c,False,2,0.40602214604506504,Cytoplasm;Membrane
Q96M94,Nucleus,Q96M94__442f5fc40b899ac0,False,2,0.40509423155430513,Membrane;Membrane
O75596,Secreted,O75596__78caab47a2989904,False,2,0.4047123614483361,Cytoplasm;Cytoplasm
P09960,Cytoplasm,P09960__419e4dc8adbe6e5c,False,2,0.4046359495227048,Membrane;Membrane
P21246,Secreted,P21246__7200edb0047d9705,False,2,0.40433627375387204,Nucleus;Nucleus
Q0VAA5,Nucleus,Q0VAA5__cb4d0563bfde4d28,False,2,0.4035395843817009,Membrane;Membrane
Q502W6,Cytoplasm,Q502W6__c0735888e8d17da9,False,2,0.4030251436435852,Nucleus;Nucleus
Q6PIZ9,Membrane,Q6PIZ9__299e6a80baba1001,False,2,0.40300623747077546,Nucleus;Secreted
O43704,Cytoplasm,O43704__0a257f68bc492a36,False,2,0.4013612575886505,Nucleus;Nucleus
P13232,Secreted,P13232__ca5f3ebc3a796a53,False,2,0.40078998344150923,Cytoplasm;Nucleus
Q8NBC4,Cytoplasm,Q8NBC4__deb234d0f50478c2,False,2,0.3983708941352626,Mitochondrion;Mitochondrion
Q86U28,Mitochondrion,Q86U28__0e2ace971cd77cfa,False,2,0.39767364202646804,Nucleus;Membrane
Q9NVR2,Nucleus,Q9NVR2__98ff513316f894ee,False,2,0.3966514200302021,Cytoplasm;Cytoplasm
Q96LR2,Cytoplasm,Q96LR2__70ca8aa92b6f7ea4,False,2,0.39633744260917614,Nucleus;Nucleus
Q9HCE9,Membrane,Q9HCE9__18545f7c50cad011,True,2,0.39632376725092877,Nucleus;Cytoplasm
Q7Z569,Cytoplasm,Q7Z569__6732e187f06abeec,False,2,0.3955781596202926,Nucleus;Nucleus
Q9NWQ9,Mitochondrion,Q9NWQ9__d718ce90a14a2a27,False,2,0.3953610845884799,Secreted;Secreted
Q9BWW7,Nucleus,Q9BWW7__73319b912f757ea6,False,2,0.3945829725594544,Secreted;Secreted
Q9NZD2,Cytoplasm,Q9NZD2__7ade6ae29c3be56c,False,2,0.39374879551580294,Membrane;Secreted
Q9Y4C4,Cytoplasm,Q9Y4C4__4252866ebdd70b62,False,2,0.39364571189488895,Membrane;Membrane
Q96IV0,Cytoplasm,Q96IV0__2d08f57524e313b9,False,2,0.3911237721415498,Membrane;Membrane
A8MQ27,Cytoplasm,A8MQ27__8bbbb80f970bdd93,False,2,0.38878224202186723,Nucleus;Nucleus
Q6NSW7,Nucleus,Q6NSW7__59096b2907462acd,False,2,0.3887351201126146,Membrane;Membrane
Q8NEC7,Cytoplasm,Q8NEC7__887bdc3fd2250d7d,False,2,0.38656311772831475,Nucleus;Membrane
Q13794,Mitochondrion,Q13794__d43898cd564c36c3,False,2,0.38574901815844875,Secreted;Nucleus
P83876,Nucleus,P83876__281ef8f8dbce779f,False,2,0.3856320150197679,Membrane;Cytoplasm
Q9H7M9,Membrane,Q9H7M9__43533c1b1899c9ee,False,2,0.3844088403833875,Secreted;Secreted
Q9H9S0,Nucleus,Q6NSW7__59096b2907462acd,False,2,0.384294754495616,Membrane;Membrane
P98066,Secreted,P98066__7f534c0fa6dff084,False,2,0.38236283230887497,Membrane;Membrane
Q96HY7,Mitochondrion,Q96HY7__7b4d6f55b9377116,False,2,0.37768863922236445,Cytoplasm;Nucleus
Q96G04,Cytoplasm,Q96G04__8d0fd3efab56e5b4,False,2,0.375405664179971,Membrane;Membrane
P62888,Cytoplasm,P62888__73ede4df4cd38c13,False,2,0.3723143316273583,Secreted;Mitochondrion
Q7RTR2,Cytoplasm,Q7RTR2__09ec150847376204,False,2,0.3674495456393292,Membrane;Membrane
Q9NQR4,Cytoplasm,Q9NQR4__693ea6e2e77a9130,False,2,0.36640179958597585,Membrane;Membrane
P24387,Secreted,P24387__8fc385be2df9b754,False,2,0.36362611852887317,Cytoplasm;Membrane
B2CW77,Nucleus,B2CW77__cb62044b7a49dab1,False,2,0.3619750921831224,Mitochondrion;Mitochondrion
P05091,Mitochondrion,P05091__c6dc987207be9323,False,2,0.3615508128964941,Cytoplasm;Cytoplasm
P0CG13,Nucleus,P0CG13__e3744eb30ac4f859,True,2,0.3606362102409,Cytoplasm;Mitochondrion
Q9UEE5,Nucleus,Q9UEE5__50a1e4437af3eac9,False,2,0.3590688226859333,Cytoplasm;Mitochondrion
P42765,Mitochondrion,P24752__1216a9416365af9e,False,2,0.35245247206275043,Cytoplasm;Cytoplasm
P50225,Cytoplasm,O43704__0a257f68bc492a36,False,2,0.3491581067815045,Nucleus;Nucleus
Q9H6A0,Cytoplasm,Q9H6A0__658f81926c0e6feb,False,2,0.3472331521590085,Nucleus;Nucleus
P0DTU4,Membrane,P0DSE2__53aa93e9702f6c89,False,2,0.3469348331754496,Nucleus;Cytoplasm
Q16769,Secreted,Q16769__422f5a848c7a8657,False,2,0.3421080215478798,Mitochondrion;Mitochondrion
Q8WVY7,Nucleus,Q8WVY7__8de8547bfeb2f4fe,True,2,0.3403110188016084,Cytoplasm;Secreted
Q9Y3E2,Mitochondrion,Q9Y3E2__8b7101fe820b909a,False,2,0.33684402127773605,Membrane;Membrane
O95932,Cytoplasm,O43548__c352a992508efb61,False,2,0.33459762551584615,Membrane;Membrane
P05231,Secreted,P05231__ce9be1b6049442db,False,2,0.3334545661411612,Cytoplasm;Cytoplasm
A6NK58,Mitochondrion,A6NK58__bb7f0c494425db78,False,2,0.3310583385523982,Secreted;Secreted
Q7Z6M3,Membrane,Q7Z6M3__3565239b82271fca,False,2,0.3266944781095098,Nucleus;Nucleus
Q49AH0,Secreted,Q49AH0__113bbcf1996773d1,False,2,0.3242079110378534,Mitochondrion;Cytoplasm
